Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
0,0.20457673029009812,0.33906300095047437,0.2848024342186358,0.17155783454079163
1,0.16057471577891438,0.25731117517426255,0.39476136125406014,0.18735274779276295
2,0.15031235828927342,0.3234115304044481,0.36567049578249067,0.16060561552378758
3,0.24291277661519384,0.3025724160252363,0.3434332444949134,0.11108156286465637
4,0.15865118897737004,0.41448696445158206,0.2628730755338417,0.16398877103720644
5,0.17831211116489698,0.2480607925403486,0.4041137006395731,0.16951339565518136
6,0.22140762256371274,0.31080050597650744,0.3333062719548055,0.13448559950497427
7,0.16653244495324082,0.25013289574746594,0.4393588376507009,0.14397582164859238
8,0.1278378425744599,0.15299175079955155,0.6064888501683646,0.11268155645762391
9,0.14259432793892,0.2844446602995899,0.35887704136559784,0.21408397039589222
10,0.07690331547277542,0.1961045917840576,0.46330228868560674,0.2636898040575603
11,0.12830897625129956,0.23974138239947373,0.4606742294459536,0.1712754119032733
12,0.23463949477022095,0.23479853644366763,0.4656306935662803,0.06493127521983141
13,0.15796681618319927,0.26230120743558666,0.36515868841635785,0.2145732879648561
14,0.3562758006053685,0.3746911461562706,0.22688399778964588,0.0421490554487151
15,0.18945322628089428,0.25882681798752155,0.43549180044252966,0.11622815528905445
16,0.2358138707867533,0.26519763135931707,0.47220542635280244,0.026783071501126975
17,0.13665902221983012,0.20678896712598033,0.46731455170236313,0.18923745895182642
18,0.13248079086283948,0.16617425336256225,0.6337418019953521,0.06760315377924639
19,0.17918358720672256,0.241747230823181,0.4319963258800735,0.147072856090023
20,0.15016319117495283,0.32461608030379524,0.33862698895756443,0.18659373956368752
21,0.19268928443792874,0.2214028154060863,0.47406121512224564,0.11184668503373915
22,0.18931614336057842,0.49008999696349886,0.22317385371582918,0.0974200059600936
23,0.17961672021348804,0.2249713972121676,0.43324645937469447,0.16216542319964986
24,0.12447613564376063,0.4135935074609998,0.14316733838605233,0.318763018509187
25,0.1793094703965205,0.2456033465171146,0.44980593625711884,0.12528124682924605
26,0.35957311112562657,0.34056755360219293,0.22546029135702056,0.07439904391516014
27,0.16311198157558354,0.2678047866292448,0.37108722258727156,0.19799600920790014
28,0.38255331778836177,0.30567466815069666,0.23707577041006084,0.07469624365088069
29,0.1656142070132084,0.243334751126128,0.4912685304115228,0.09978251144914072
30,0.20046433113877804,0.18335955513804658,0.4589755732685238,0.15720054045465154
31,0.2105740222967157,0.2666764017886835,0.34927022071043695,0.17347935520416377
32,0.06561163528333867,0.0642232709973129,0.7983305054134402,0.07183458830590815
33,0.18036588096752593,0.2752835864551763,0.3873006217523162,0.1570499108249814
34,0.07383019280450229,0.09708493438418785,0.7389089959232503,0.09017587688805982
35,0.19424136624187632,0.27187735893328907,0.38764017123432026,0.14624110359051432
36,0.2397110558943487,0.19847942301556096,0.44631488919999973,0.11549463189009058
37,0.1594576174463839,0.23995475460648358,0.4634688479639882,0.1371187799831443
38,0.15449603966053338,0.19484591367059234,0.5400524424714982,0.11060560419737614
39,0.1753449027508194,0.2949927019008397,0.3240596983772431,0.2056026969710978
40,0.39841345583969484,0.27517174416908213,0.3021950440703564,0.02421975592086661
41,0.19142517642688187,0.23726223104806515,0.41585027786724643,0.15546231465780644
42,0.19371244044909786,0.21943555968943015,0.49989549670411243,0.08695650315735941
43,0.18910874964246777,0.23197519834971891,0.4271567195619972,0.15175933244581585
44,0.15283682150840458,0.16359070811307042,0.46552823241139846,0.21804423796712646
45,0.1599577462931146,0.2295744715109167,0.4990865029632095,0.11138127923275927
46,0.15228582196980275,0.11111936006407537,0.6939715091932931,0.04262330877282841
47,0.1851215143511254,0.23506834552770528,0.3935388354814522,0.1862713046397169
48,0.1493996288060286,0.27365088495513434,0.4410250703849074,0.13592441585392964
49,0.1598904787771254,0.25422673898400105,0.3747600304309085,0.21112275180796503
50,0.09509175363585255,0.16814196239680654,0.668884487242341,0.06788179672499998
51,0.1836056105047951,0.2873338292628847,0.3911563417149091,0.13790421851741108
52,0.10669109995464655,0.14236632317640216,0.7175169328161891,0.03342564405276224
53,0.15936049255037807,0.2844411563370492,0.3485923921909422,0.20760595892163056
54,0.15809147127892903,0.15037118741117322,0.6728130034254511,0.01872433788444666
55,0.16928375695795445,0.2691677645003855,0.3773772659031795,0.1841712126384806
56,0.10847625151509177,0.12673712943288332,0.6987601972385117,0.06602642181351323
57,0.1903320107028429,0.24188591967911902,0.4190132257480541,0.14876884386998385
58,0.09182343511293377,0.09863331721370901,0.7700001849329062,0.039543062740450524
59,0.17517654082677458,0.30243311236300247,0.37627417576097755,0.14611617104924532
60,0.11971242462264435,0.11124974043075399,0.7431984452144846,0.025839389732116618
61,0.171946236061311,0.25980770722967744,0.4569609171688853,0.11128513954012628
62,0.12136597180388539,0.24290448414373778,0.39301450779382036,0.24271503625855623
63,0.16683046298951804,0.21303756852649014,0.49402030873153585,0.12611165975245603
64,0.14768339705111472,0.25371326682920453,0.40994761306983607,0.1886557230498448
65,0.15344437958651747,0.2542867663228529,0.369781472381606,0.22248738170902382
66,0.1571704194771897,0.2720623236521231,0.3535984860633623,0.21716877080732508
67,0.1792295894937719,0.2612689480413795,0.40408164080469705,0.1554198216601516
